Story	BayID	SecID	StnLoc	Status	AsTopCombo	AsMinTop	AsTop	AsBotCombo	AsMinBot	AsBot	VCombo	VRebar	TLngCombo	TLngRebar	TTrnCombo	TTrnRebar	ErrMsg	WarnMsg
10F	B131	B60X80C28	     1.287	No Message	USS51	    0.001406	    0.002868	USS09	    0.001406	    0.003185	USS74S	    0.003586	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.387	No Message	USS51	    0.001406	    0.002627	USS09	    0.001406	    0.002957	USS74S	    0.003575	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.487	No Message	USS51	    0.001406	    0.002390	USS09	    0.001406	    0.002730	USS74S	    0.003563	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.587	No Message	USS51	    0.001406	    0.002155	USS09	    0.001406	    0.002504	USS74S	    0.003551	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.687	No Message	USS51	    0.001406	    0.001925	USS09	    0.001406	    0.002279	USS74S	    0.003538	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.787	No Message	USS51	    0.001406	    0.001697	USS09	    0.001406	    0.002056	USS74S	    0.003525	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.887	No Message	USS51	    0.001406	    0.001472	USS09	    0.001406	    0.001834	USS82S	    0.003511	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     1.987	No Message	USS79S	    0.001406	    0.001406	USS09	    0.001406	    0.001613	USS82S	    0.003501	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.087	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS82S	    0.003490	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.187	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS75S	    0.003490	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.287	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003503	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.387	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003516	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.487	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003528	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.587	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003540	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.687	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003551	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.787	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003562	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.887	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003572	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.987	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003581	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     2.987	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003823	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.087	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003832	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.186	No Message	USS79S	    0.001406	    0.001406	USS79S	    0.001406	    0.001406	USS74S	    0.003841	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.286	No Message	USS79S	    0.001406	    0.001406	USS11	    0.001406	    0.001466	USS74S	    0.003851	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.385	No Message	USS49	    0.001406	    0.001549	USS11	    0.001406	    0.001655	USS74S	    0.003860	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.484	No Message	USS49	    0.001406	    0.001791	USS11	    0.001406	    0.001844	USS74S	    0.003869	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.584	No Message	USS17	    0.001406	    0.002045	USS43	    0.001406	    0.002043	USS74S	    0.003879	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.683	No Message	USS09	    0.001406	    0.002306	USS51	    0.001406	    0.002246	USS74S	    0.003888	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.782	No Message	USS09	    0.001406	    0.002571	USS51	    0.001406	    0.002451	USS74S	    0.003897	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.882	No Message	USS09	    0.001406	    0.002840	USS51	    0.001406	    0.002657	USS74S	    0.003907	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     3.981	No Message	USS09	    0.001406	    0.003113	USS51	    0.001406	    0.002865	USS74S	    0.003916	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.080	No Message	USS09	    0.001406	    0.003391	USS51	    0.001406	    0.003074	USS74S	    0.003925	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.180	No Message	USS09	    0.001406	    0.003674	USS51	    0.001406	    0.003285	USS74S	    0.003935	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.279	No Message	USS09	    0.001406	    0.003962	USS51	    0.001406	    0.003498	USS74S	    0.003944	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.378	No Message	USS09	    0.001406	    0.004254	USS51	    0.001406	    0.003712	USS74S	    0.003954	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.478	No Message	USS09	    0.001406	    0.004552	USS51	    0.001406	    0.003927	USS74S	    0.003963	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.577	No Message	USS09	    0.001406	    0.004856	USS51	    0.001406	    0.004145	USS74S	    0.003972	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.676	No Message	USS09	    0.001406	    0.005166	USS51	    0.001406	    0.004364	USS74S	    0.003982	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.776	No Message	USS09	    0.001406	    0.005481	USS51	    0.001406	    0.004585	USS74S	    0.003991	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
10F	B131	B60X80C28	     4.875	No Message	USS09	    0.001406	    0.005804	USS51	    0.001406	    0.004808	USS74S	    0.004000	USS83S	    0.000000	USS83S	    0.000000	No Message	No Message
