0,7.8283e-05
0.005,5.2188e-05
0.01,5.2188e-05
0.015,7.8283e-05
0.02,0.00020006
0.025,0.00033922
0.03,0.00030443
0.035,0.00033053
0.04,7.8283e-05
0.045,-6.9585e-05
0.05,-8.6981e-05
0.055,-0.00013047
0.06,-3.4792e-05
0.065,-0.00017396
0.07,-0.00011307
0.075,-1.7396e-05
0.08,-9.5679e-05
0.085,-1.7396e-05
0.09,-7.8283e-05
0.095,-2.6094e-05
0.1,1.7396e-05
0.105,-7.8283e-05
0.11,-0.00013047
0.115,-0.00019136
0.12,-6.0887e-05
0.125,6.9585e-05
0.13,0.00015657
0.135,0.00012177
0.14,6.9585e-05
0.145,0.00013917
0.15,0.00020006
0.155,0.00020006
0.16,-3.4792e-05
0.165,-6.0887e-05
0.17,-0.00011307
0.175,-0.00029573
0.18,-0.00012177
0.185,3.4792e-05
0.19,8.6981e-06
0.195,-0.00033922
0.2,-0.00048709
0.205,-0.00019136
0.21,-7.8283e-05
0.215,4.349e-05
0.22,-8.6981e-06
0.225,-0.00013917
0.23,-8.6981e-05
0.235,8.6981e-06
0.24,0.00019136
0.245,0.00033053
0.25,0.0004436
0.255,0.0004349
0.26,0.00039141
0.265,0.00029573
0.27,0.00020875
0.275,0.00012177
0.28,-6.0887e-05
0.285,-0.00019136
0.29,-0.00028704
0.295,-0.00028704
0.3,-0.00030443
0.305,-0.00036532
0.31,-0.00025224
0.315,-0.00011307
0.32,-6.0887e-05
0.325,5.2188e-05
0.33,0.00013047
0.335,0
0.34,0
0.345,8.6981e-05
0.35,-2.6094e-05
0.355,-0.00010438
0.36,-0.00010438
0.365,-0.00019136
0.37,-0.00014787
0.375,-0.00011307
0.38,-0.00020875
0.385,-6.9585e-05
0.39,8.6981e-06
0.395,-0.00011307
0.4,-0.00012177
0.405,8.6981e-06
0.41,0.00010438
0.415,0
0.42,0.00018266
0.425,0.00020875
0.43,-4.349e-05
0.435,0.00010438
0.44,-1.7396e-05
0.445,-7.8283e-05
0.45,7.8283e-05
0.455,-6.0887e-05
0.46,-0.00011307
0.465,-0.00013047
0.47,-8.6981e-06
0.475,6.0887e-05
0.48,-8.6981e-06
0.485,-8.6981e-05
0.49,-8.6981e-05
0.495,-4.349e-05
0.5,-0.00014787
0.505,-7.8283e-05
0.51,-0.00015657
0.515,-0.00031313
0.52,-0.00022615
0.525,-0.00019136
0.53,-9.5679e-05
0.535,8.6981e-06
0.54,0
0.545,-3.4792e-05
0.55,0
0.555,0
0.56,-0.00013917
0.565,-0.00021745
0.57,-0.00018266
0.575,-8.6981e-05
0.58,-3.4792e-05
0.585,-8.6981e-05
