0,0.009
0.005,0.006
0.01,0.006
0.015,0.009
0.02,0.023
0.025,0.039
0.03,0.035
0.035,0.038
0.04,0.009
0.045,-0.008
0.05,-0.01
0.055,-0.015
0.06,-0.004
0.065,-0.02
0.07,-0.013
0.075,-0.002
0.08,-0.011
0.085,-0.002
0.09,-0.009
0.095,-0.003
0.1,0.002
0.105,-0.009
0.11,-0.015
0.115,-0.022
0.12,-0.007
0.125,0.008
0.13,0.018
0.135,0.014
0.14,0.008
0.145,0.016
0.15,0.023
0.155,0.023
0.16,-0.004
0.165,-0.007
0.17,-0.013
0.175,-0.034
0.18,-0.014
0.185,0.004
0.19,0.001
0.195,-0.039
0.2,-0.056
0.205,-0.022
0.21,-0.009
0.215,0.005
0.22,-0.001
0.225,-0.016
0.23,-0.01
0.235,0.001
0.24,0.022
0.245,0.038
0.25,0.051
0.255,0.05
0.26,0.045
0.265,0.034
0.27,0.024
0.275,0.014
0.28,-0.007
0.285,-0.022
0.29,-0.033
0.295,-0.033
0.3,-0.035
0.305,-0.042
0.31,-0.029
0.315,-0.013
0.32,-0.007
0.325,0.006
0.33,0.015
0.335,0
0.34,0
0.345,0.01
0.35,-0.003
0.355,-0.012
0.36,-0.012
0.365,-0.022
0.37,-0.017
0.375,-0.013
0.38,-0.024
0.385,-0.008
0.39,0.001
0.395,-0.013
0.4,-0.014
0.405,0.001
0.41,0.012
0.415,0
0.42,0.021
0.425,0.024
0.43,-0.005
0.435,0.012
0.44,-0.002
0.445,-0.009
0.45,0.009
0.455,-0.007
0.46,-0.013
0.465,-0.015
0.47,-0.001
0.475,0.007
0.48,-0.001
0.485,-0.01
0.49,-0.01
0.495,-0.005
0.5,-0.017
0.505,-0.009
0.51,-0.018
0.515,-0.036
0.52,-0.026
0.525,-0.022
0.53,-0.011
0.535,0.001
0.54,0
0.545,-0.004
0.55,0
0.555,0
0.56,-0.016
0.565,-0.025
0.57,-0.021
0.575,-0.01
0.58,-0.004
0.585,-0.01
0.59,-0.01
0.595,0.009
0.6,0.004
0.605,-0.001
0.61,0.01
0.615,0.012
0.62,0.01
0.625,-0.002
0.63,0.001
0.635,0.019
0.64,0.017
0.645,-0.003
0.65,-0.008
0.655,0
0.66,-0.003
0.665,0
0.67,0.002
0.675,-0.008
0.68,-0.015
0.685,-0.021
0.69,-0.02
0.695,-0.007
0.7,-0.011
0.705,-0.003
0.71,0.016
0.715,0.005
0.72,-0.002
0.725,-0.022
0.73,-0.017
0.735,0.014
0.74,0.007
0.745,0.012
0.75,0.022
0.755,0.039
0.76,0.065
0.765,0.047
0.77,0.027
0.775,0.035
0.78,0.023
0.785,0.001
0.79,-0.011
0.795,-0.017
0.8,-0.027
0.805,-0.038
0.81,-0.027
0.815,-0.031
0.82,-0.026
0.825,-0.002
0.83,-0.001
0.835,0.004
0.84,0.014
0.845,0
0.85,-0.009
0.855,0.001
0.86,0.004
0.865,0.004
0.87,-0.006
0.875,-0.007
0.88,-0.017
0.885,-0.026
0.89,-0.01
0.895,-0.016
0.9,-0.024
0.905,-0.018
0.91,-0.024
0.915,-0.018
0.92,0.003
0.925,-0.006
0.93,-0.001
0.935,0.015
0.94,0.013
0.945,0.028
0.95,0.028
0.955,0.029
0.96,0.02
0.965,0
0.97,-0.009
0.975,-0.015
0.98,-0.009
0.985,-0.024
0.99,-0.038
0.995,-0.029
1,-0.009
1.005,-0.007
1.01,-0.017
1.015,0.004
1.02,-0.001
1.025,-0.001
1.03,0.016
1.035,0.014
1.04,0.016
1.045,0.015
1.05,0.024
1.055,0.013
1.06,0.015
1.065,0.023
1.07,0.011
1.075,0.023
1.08,0.024
1.085,0.029
1.09,0.035
1.095,0.022
1.1,0.019
1.105,0.026
1.11,0.015
1.115,0.004
1.12,0.003
1.125,-0.015
1.13,-0.005
1.135,0
1.14,-0.006
1.145,0.016
1.15,0.002
1.155,-0.002
1.16,0.015
1.165,0.005
1.17,0.003
1.175,-0.012
1.18,-0.029
1.185,-0.02
1.19,-0.017
1.195,-0.02
1.2,-0.019
1.205,0.002
1.21,0.026
1.215,0.012
1.22,0.007
1.225,0.013
1.23,-0.017
1.235,-0.025
1.24,-0.031
1.245,-0.038
1.25,-0.007
1.255,-0.005
1.26,-0.003
1.265,0.015
1.27,0.004
1.275,0.001
1.28,0.006
1.285,-0.006
1.29,-0.008
1.295,-0.004
1.3,-0.002
1.305,0.01
1.31,0.022
1.315,0.019
1.32,0.015
1.325,0.023
1.33,0.021
1.335,0.018
1.34,0.023
1.345,0.03
1.35,0.019
1.355,0.006
1.36,0.009
1.365,0.013
1.37,0.02
1.375,0.018
1.38,0.002
1.385,-0.006
1.39,0.005
1.395,-0.009
1.4,-0.03
1.405,-0.016
1.41,-0.022
1.415,-0.021
1.42,-0.011
1.425,-0.021
1.43,-0.024
1.435,-0.025
1.44,-0.017
1.445,-0.022
1.45,-0.016
1.455,-0.007
1.46,-0.011
1.465,0.004
1.47,0.005
1.475,0.012
1.48,0.005
1.485,-0.001
1.49,-0.001
1.495,-0.016
1.5,-0.018
1.505,-0.034
1.51,-0.017
1.515,0
1.52,-0.013
1.525,0.009
1.53,0.003
1.535,-0.007
1.54,0.013
1.545,0.009
1.55,0.01
1.555,0.01
1.56,-0.009
1.565,-0.018
1.57,-0.022
1.575,-0.029
1.58,-0.021
1.585,-0.005
1.59,0.001
1.595,0.013
1.6,0.016
1.605,0.016
1.61,0.015
1.615,0.002
1.62,-0.009
1.625,0.001
1.63,0.012
1.635,-0.003
1.64,0.001
1.645,0.012
1.65,0.009
1.655,0.01
1.66,0
1.665,-0.01
1.67,-0.002
1.675,-0.001
1.68,-0.001
1.685,0.007
1.69,-0.011
1.695,-0.009
1.7,0.001
1.705,-0.008
1.71,-0.002
1.715,0.002
1.72,0.003
1.725,0
1.73,-0.008
1.735,-0.007
1.74,-0.008
1.745,-0.011
1.75,-0.015
1.755,-0.014
1.76,-0.002
1.765,-0.013
1.77,-0.005
1.775,0.029
1.78,0.007
1.785,0
1.79,0.012
1.795,0.01
1.8,0.03
1.805,0.021
1.81,0.025
1.815,0.026
1.82,0
1.825,-0.009
1.83,-0.019
1.835,-0.013
1.84,-0.013
1.845,-0.022
1.85,0.001
1.855,0.017
1.86,0.03
1.865,0.054
1.87,0.027
1.875,0.014
1.88,0.019
1.885,-0.009
1.89,-0.006
1.895,-0.016
1.9,-0.032
1.905,-0.03
1.91,-0.029
1.915,-0.019
1.92,-0.018
1.925,-0.013
1.93,-0.009
1.935,-0.003
1.94,0
1.945,0.002
1.95,-0.002
1.955,-0.004
1.96,-0.004
1.965,-0.017
1.97,0.005
1.975,-0.006
1.98,-0.025
1.985,-0.019
1.99,-0.044
1.995,-0.022
2,-0.018
2.005,-0.017
2.01,0.009
2.015,0.006
2.02,0.017
2.025,0.012
2.03,0.01
2.035,0.014
2.04,0.013
2.045,0.014
2.05,0.015
2.055,0.024
2.06,0.026
2.065,0.039
2.07,0.04
2.075,0.04
2.08,0.04
2.085,0.016
2.09,0.017
2.095,0.015
2.1,0.012
2.105,0.02
2.11,0
2.115,-0.001
2.12,0.013
2.125,0.011
2.13,0.008
2.135,-0.001
2.14,-0.003
2.145,-0.002
2.15,0.001
2.155,0
2.16,0.006
2.165,0.016
2.17,0.005
2.175,0.014
2.18,0.002
2.185,-0.017
2.19,-0.005
2.195,-0.01
2.2,-0.015
2.205,-0.01
2.21,0.005
2.215,0.006
2.22,0.004
2.225,0.017
2.23,0.006
2.235,-0.008
2.24,-0.002
2.245,-0.004
2.25,-0.008
2.255,0.001
2.26,0.001
2.265,0.005
2.27,0.017
2.275,0.035
2.28,0.034
2.285,0.024
2.29,0.032
2.295,0.022
2.3,0.018
2.305,0.008
2.31,-0.015
2.315,-0.006
2.32,-0.005
2.325,-0.012
2.33,-0.017
2.335,-0.018
2.34,-0.009
2.345,-0.024
2.35,-0.015
2.355,0.003
2.36,-0.006
2.365,0
2.37,-0.014
2.375,-0.024
2.38,-0.035
2.385,-0.055
2.39,-0.048
2.395,-0.042
2.4,-0.032
2.405,-0.01
2.41,-0.004
2.415,-0.009
2.42,0.007
2.425,0.012
2.43,0.009
2.435,0.008
2.44,0.005
2.445,0.02
2.45,0.014
2.455,0.014
2.46,0.031
2.465,0.02
2.47,0.023
2.475,0.034
2.48,0.035
2.485,0.027
2.49,0.006
2.495,0.022
2.5,0.016
2.505,-0.005
2.51,0.014
2.515,0.013
2.52,-0.003
2.525,-0.003
2.53,0.012
2.535,0.015
2.54,0.009
2.545,0.017
2.55,0.017
2.555,0.012
2.56,0.004
2.565,-0.005
2.57,0
2.575,-0.009
2.58,-0.017
2.585,-0.008
2.59,-0.01
2.595,-0.004
2.6,0.006
2.605,0.01
2.61,0.022
2.615,0.008
2.62,0
2.625,0.009
2.63,0.005
2.635,0.009
2.64,0.004
2.645,0.002
2.65,-0.011
2.655,-0.02
2.66,-0.01
2.665,-0.016
2.67,-0.017
2.675,-0.022
2.68,-0.016
2.685,-0.003
2.69,-0.008
2.695,-0.014
2.7,-0.009
2.705,0.002
